IPR	description	ERR977403	ERR977404	ERR977405	ERR977406	ERR977407	ERR977408	ERR977409	ERR977410	ERR977411	ERR977412	ERR977413	ERR977414	ERR977415	ERR977416	ERR977417	ERR977418	ERR977419	ERR977420	ERR977421	ERR977422	ERR977423	ERR977424	ERR977425
IPR000344	7TM GPCR, serpentine receptor class a (Sra)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IPR000352	Peptide chain release factor class I/class II	2600	2449	4241	2433	443	475	2288	901	1635	1505	1538	2061	2020	1983	5137	4986	5088	7348	7306	7067	2129	3739	6837
IPR000353	MHC class II, beta chain, N-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
IPR000357	HEAT repeat	359	314	572	282	15	14	49	31	85	59	86	130	139	129	668	703	679	320	320	355	147	290	330
IPR000358	Ribonucleotide reductase small subunit	1653	1616	2809	1578	104	121	639	456	395	363	350	339	291	306	920	930	864	2750	2759	2552	179	231	673
IPR000361	FeS cluster biogenesis	1889	1640	2846	1689	236	287	1327	428	980	930	916	1232	1271	1239	3704	3709	3577	5395	5356	5191	1461	2334	3776
IPR000362	Fumarate lyase family	1353	1191	2288	1402	196	201	1049	277	69	59	61	157	140	127	390	389	396	561	496	547	0	2	2
IPR000363	Alpha 1D adrenoceptor	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	4	0	0
IPR000366	GPCR fungal pheromone mating factor, STE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
IPR000368	Sucrose synthase	0	0	0	0	2	7	32	8	16	15	10	13	7	9	1	2	1	6	4	4	44	52	61
IPR000369	Potassium channel, voltage-dependent, beta subunit, KCNE	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000374	Phosphatidate cytidylyltransferase	385	306	549	316	43	45	230	74	107	72	95	106	104	100	459	425	444	520	540	495	62	104	144
IPR000375	Dynamin central domain	0	0	0	0	0	0	2	5	5	2	0	2	2	2	2	2	1	22	19	26	5	8	21
IPR000380	DNA topoisomerase, type IA	94	77	165	123	24	20	96	39	0	0	1	3	0	1	3	3	5	3	4	1	0	0	0
IPR000381	Inhibin, beta B subunit	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR000382	Peptidase S39B, luteovirus	0	0	0	0	1	0	4	0	0	0	0	2	0	1	0	0	0	0	0	0	2	1	2
IPR000383	Xaa-Pro dipeptidyl-peptidase-like domain	35	74	115	47	272	331	1481	461	805	752	710	1266	1241	1213	1273	1235	1198	2571	2626	2440	867	1550	1818
IPR000385	MoaA/nifB/pqqE, iron-sulphur binding, conserved site	450	388	747	364	83	122	528	128	294	278	259	411	398	440	757	778	706	1242	1283	1227	332	662	890
IPR000390	Small multidrug resistance protein family	226	347	648	449	61	61	285	119	295	281	250	397	382	393	674	707	677	1971	1898	1902	300	455	1213
IPR000391	Ring-hydroxylating dioxygenase beta subunit	50	62	115	97	13	19	89	20	134	126	111	119	144	132	143	144	114	1243	1294	1203	40	69	383
IPR000392	Nitrogenase iron protein, subunit NifH/Protochlorophyllide reductase, subunit ChlL	196	118	244	106	32	26	152	46	71	61	55	100	115	99	211	232	194	230	214	204	5	15	26
IPR000394	RNA polymerase sigma factor 54	1482	1131	2386	1347	155	126	710	208	562	566	516	521	599	598	2039	1977	2021	3181	3142	3037	570	719	1595
IPR000395	Botulinum neurotoxin/Tetanus toxin	0	0	0	0	0	0	1	2	1	0	1	0	0	0	2	1	3	5	6	2	1	0	0
IPR000396	Cyclic-AMP phosphodiesterase, class-II	43	60	131	96	7	6	34	7	16	16	18	14	19	15	45	39	40	225	223	233	9	7	25
IPR000397	Heat shock protein Hsp33	373	611	1066	697	155	144	705	217	548	491	475	817	834	894	864	806	835	2795	2871	2875	535	1080	1605
IPR000398	Thymidylate synthase	185	278	520	401	105	119	497	262	183	190	158	312	265	273	433	436	394	1022	1026	1003	104	201	324
IPR000399	TPP-binding enzyme, conserved site	559	598	1136	695	171	150	672	228	299	278	251	620	600	565	935	970	892	1010	997	1004	331	659	781
IPR000400	Glycoside hydrolase, family 46	0	0	0	0	5	3	16	6	6	3	10	9	14	10	10	17	14	31	40	36	6	5	19
IPR000402	Sodium/potassium-transporting ATPase subunit beta	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	4
IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain	0	0	0	0	15	21	68	28	30	22	17	32	25	17	45	38	40	61	88	102	23	91	199
IPR000404	Flavivirus non-structural protein NS4A	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000406	Rho protein GDP-dissociation inhibitor	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	2	9	4	1	0	5
IPR000407	Nucleoside phosphatase GDA1/CD39	0	0	0	0	0	1	0	11	0	0	0	2	4	0	3	10	2	28	22	17	1	21	31
IPR000408	Regulator of chromosome condensation, RCC1	15	8	20	8	244	300	1421	466	855	796	762	1043	992	883	2608	2476	2534	2810	2873	2736	1090	1949	3385
IPR000409	BEACH domain	0	0	0	0	0	0	2	11	8	3	6	5	3	7	31	20	38	79	81	93	9	69	183
IPR000412	ABC-2 transporter	455	555	1002	779	79	77	350	112	55	50	47	92	79	80	171	164	148	516	488	486	4	4	9
IPR000413	Integrin alpha chain	0	0	0	0	96	95	438	141	16	21	16	33	39	30	30	34	26	30	43	29	0	0	0
IPR000415	Nitroreductase-like	2498	2197	4037	2189	660	765	3738	976	2228	2152	1995	2935	2859	2836	5979	5904	5739	10192	10000	10051	2729	5409	7886
IPR000417	Hydroxyethylthiazole kinase	58	77	95	0	14	16	87	19	41	44	43	139	134	129	36	23	35	184	198	183	61	151	270
IPR000418	Ets domain	0	0	0	0	0	1	1	2	0	1	0	0	0	1	4	0	4	4	4	1	3	7	13
IPR000421	Coagulation factor 5/8 C-terminal domain	0	0	1	0	45	30	199	91	67	78	72	81	75	62	84	88	78	370	330	316	7	21	11
IPR000422	3,4-dihydroxy-2-butanone 4-phosphate synthase, RibB	1710	1312	2615	1441	212	207	1214	336	955	976	999	1149	1141	1101	3444	3493	3507	5660	5690	5826	1742	2467	4637
IPR000424	Primosome PriB/single-strand DNA-binding	970	894	1573	905	296	329	1548	1135	1459	1415	1382	1727	1696	1679	2843	2995	2907	4557	4489	4393	1787	3034	6234
IPR000425	Major intrinsic protein	244	384	646	476	191	255	1171	399	714	746	753	1088	1035	1083	2028	2179	2006	2833	2739	2621	723	1405	2424
IPR000426	Proteasome alpha-subunit, N-terminal domain	0	0	0	0	0	1	2	9	1	1	5	3	1	3	68	88	78	41	43	37	6	12	74
IPR000427	Papillomavirus E2, C-terminal	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR000428	Copper ion binding protein	0	0	1	1	6	19	96	20	4	9	9	6	7	3	9	11	9	3	4	6	1	0	3
IPR000432	DNA mismatch repair protein MutS, C-terminal	2348	1993	3733	1991	304	332	1432	518	1380	1350	1291	1677	1621	1680	3996	4021	3826	5392	5154	5182	1709	3072	4422
IPR000433	Zinc finger, ZZ-type	0	0	0	0	0	1	2	0	0	1	2	0	0	0	9	3	6	24	18	23	4	11	25
IPR000434	Polycystic kidney disease type 1 protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
IPR000436	Sushi/SCR/CCP domain	0	0	0	0	0	0	0	6	3	6	6	1	3	1	5	7	7	7	5	5	2	5	29
IPR000438	Acetyl-CoA carboxylase carboxyl transferase, beta subunit	885	840	1516	814	105	98	505	182	242	197	204	285	279	271	890	887	849	1359	1248	1166	29	49	98
IPR000439	Ribosomal protein L15e	0	0	0	0	2	0	2	4	4	7	5	3	2	6	102	92	78	70	84	56	16	30	110
IPR000440	NADH:ubiquinone/plastoquinone oxidoreductase, chain 3	1588	1266	2326	1292	205	231	1028	308	736	694	686	1163	1184	1194	2986	2880	2959	3053	3101	3020	1338	2246	3232
IPR000445	Helix-hairpin-helix motif	998	731	1516	791	163	158	753	263	411	415	390	679	655	611	1639	1806	1625	2165	2022	2004	758	1434	2062
IPR000447	FAD-dependent glycerol-3-phosphate dehydrogenase	16	26	36	0	142	161	811	165	197	207	225	343	367	295	358	343	324	940	862	858	235	422	715
IPR000448	Rhabdovirus nucleocapsid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
IPR000453	Chorismate synthase	2449	2153	3946	2050	419	494	2385	730	2133	2212	2019	2442	2482	2463	5814	5825	5719	8864	8636	8616	3275	5602	8718
IPR000454	ATPase, F0 complex, subunit C	1264	1034	2002	1042	130	141	703	300	384	420	377	619	593	574	1427	1429	1416	2274	2307	2247	791	1335	2669
IPR000456	Ribosomal protein L17	875	724	1377	812	184	202	946	391	761	777	765	1089	994	993	2128	2238	2218	3556	3405	3470	1457	2316	4525
IPR000462	CDP-alcohol phosphatidyltransferase	2326	2058	4004	2122	236	292	1321	410	642	581	605	926	968	898	3132	3072	3052	3621	3575	3391	716	1121	1929
IPR000463	Cytosolic fatty-acid binding	1	0	0	0	0	1	0	1	1	3	3	2	4	2	2	2	1	12	8	6	0	0	1
IPR000467	G-patch domain	0	0	0	0	0	0	0	5	1	0	4	0	2	1	2	4	5	14	23	18	1	7	22
IPR000468	Barstar (barnase inhibitor)	126	178	269	218	52	62	307	78	131	125	121	155	174	143	727	782	764	1253	1224	1169	204	273	456
IPR000470	CbxX/CfqX, monofunctional	228	329	584	497	29	14	81	14	44	36	34	51	36	47	51	49	54	158	156	144	18	16	39
IPR000472	Activin types I and II receptor domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR000473	Ribosomal protein L36	102	130	254	164	43	63	282	141	142	130	124	238	217	196	334	305	335	559	571	601	210	320	803
IPR000477	Reverse transcriptase domain	2	1	2	0	307	291	1402	646	306	298	279	368	332	364	1587	1482	1504	2388	2321	2198	22	39	101
IPR000479	Cation-independent mannose-6-phosphate receptor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IPR000480	Glutelin	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
IPR000483	Cysteine-rich flanking region, C-terminal	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	2	1	1	3
IPR000484	Photosynthetic reaction centre, L/M	70	85	138	1	15	31	122	37	190	200	214	255	222	243	17	11	10	435	507	472	245	264	509
IPR000485	AsnC-type HTH domain	215	303	619	381	174	182	876	216	513	523	502	774	810	739	749	732	738	4470	4463	4414	481	712	1677
IPR000486	Extradiol ring-cleavage dioxygenase, class I /II	2	1	4	0	17	17	114	27	59	55	48	79	91	98	145	123	111	343	301	288	13	38	104
IPR000488	Death domain	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0
IPR000489	Pterin-binding domain	4534	4009	7604	3984	839	909	4730	1270	3741	3648	3716	5178	5092	5051	10301	10406	10337	14736	15094	14913	6719	11583	16194
IPR000490	Glycoside hydrolase family 17	42	61	123	118	5	3	39	8	10	8	2	9	5	9	22	21	17	51	45	42	5	11	21
IPR000494	Receptor L-domain	0	0	0	0	15	10	64	26	40	41	41	16	13	15	3	12	6	17	7	7	3	2	12
IPR000498	Outer membrane protein OmpA-like, transmembrane domain	0	0	0	0	2	3	16	13	8	19	9	8	10	4	96	105	101	512	468	481	8	9	214
IPR000504	RNA recognition motif domain	1880	1473	2680	1471	141	144	649	364	677	697	662	894	902	801	3372	3286	3251	2506	2420	2427	1249	2430	3813
IPR000506	Acetohydroxy acid isomeroreductase C-terminal	1184	968	1873	949	152	184	813	240	634	591	632	1078	1064	1006	2341	2350	2415	3720	3692	3491	980	1984	2637
IPR000509	Ribosomal protein L36e	0	0	0	0	2	0	0	0	1	2	0	3	0	0	3	0	1	2	0	0	1	4	29
IPR000510	Nitrogenase/oxidoreductase, component 1	41	70	88	0	69	44	273	75	178	175	196	220	201	170	402	434	373	994	1064	1002	44	53	163
IPR000511	Cytochrome c/c1 haem-lyase	0	0	0	0	0	0	0	2	0	1	0	1	1	0	1	5	3	4	14	7	1	3	13
IPR000514	Glycoside hydrolase, family 39	0	2	2	0	20	28	140	49	49	68	51	65	70	57	91	91	119	532	523	554	42	52	108
IPR000515	ABC transporter type 1, transmembrane domain MetI-like	15587	16420	29661	16830	6193	7346	33017	9951	20575	19852	19440	53381	52120	51133	31563	30945	30268	95438	93727	92046	19083	36787	48307
IPR000516	Nickel-dependent hydrogenase b-type cytochrome subunit	0	0	0	0	6	14	44	13	13	19	13	25	12	22	18	15	16	42	43	49	15	8	34
IPR000518	Metallothionein, family 14, prokaryote	0	0	0	0	1	0	2	0	4	0	2	2	1	0	10	18	7	27	44	40	2	5	8
IPR000519	P-type trefoil domain	0	0	0	0	0	0	0	0	3	2	1	0	1	1	1	1	4	8	11	11	1	4	13
IPR000522	ABC transporter, FecCD-like	2153	1962	3306	1683	258	314	1514	386	985	908	905	1645	1582	1537	2814	2683	2576	6371	6281	6053	776	1173	2630
IPR000523	Magnesium chelatase ChlI domain	1699	1594	2845	1443	324	356	1694	665	1431	1402	1390	1891	1821	1743	3704	3726	3662	5582	5727	5680	2333	4290	7591
IPR000524	Transcription regulator HTH, GntR	1354	1890	3487	2322	581	611	2860	742	1774	1815	1861	3518	3442	3447	1828	1777	1744	14145	14037	13990	2291	3868	6916
IPR000525	Initiator Rep protein	0	0	0	0	17	17	71	42	129	95	97	155	120	135	191	224	203	258	302	272	64	84	567
IPR000526	Auxin-binding protein	0	0	0	0	3	2	8	2	4	3	3	5	7	12	11	4	6	10	10	11	2	1	7
IPR000527	Flagellar L-ring protein	1462	1195	2271	1091	62	60	285	91	333	334	350	385	402	408	1743	1818	1716	2981	3021	2997	424	484	1154
IPR000528	Plant lipid transfer protein/Par allergen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IPR000529	Ribosomal protein S6	794	733	1277	648	117	155	656	223	456	426	470	651	632	594	1343	1288	1334	2064	2055	2071	630	1054	1756
IPR000530	Ribosomal protein S12e	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	2	2	3	1	0	2
IPR000531	TonB-dependent receptor, beta-barrel	14595	14365	26551	15133	2772	2586	11922	4380	9826	9391	9167	8024	7834	7433	26750	26196	25351	104264	102251	99203	4322	4821	15900
IPR000532	Glucagon/GIP/secretin/VIP	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	1	0	0	0	3
IPR000533	Tropomyosin	0	0	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	1	1	2	0	2	0
IPR000534	Semialdehyde dehydrogenase, NAD-binding	1912	1654	3039	1600	298	354	1682	515	852	847	843	1342	1259	1251	3094	3090	3075	4700	4557	4382	1037	1884	2746
IPR000535	Major sperm protein (MSP) domain	0	0	0	0	1	1	0	2	1	0	0	0	0	0	2	2	1	2	2	3	0	1	8
IPR000536	Nuclear hormone receptor, ligand-binding domain	1	0	0	0	2	1	2	9	6	5	3	5	2	8	1	2	2	6	3	10	13	63	54
IPR000537	UbiA prenyltransferase family	2121	2315	3820	2291	643	746	3257	1056	1497	1549	1530	2119	2186	2096	3947	4039	4027	7702	7596	7162	973	1610	2457
IPR000538	Link domain	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
IPR000539	Frizzled protein	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9
IPR000540	Flagellar motor protein MotA, conserved site	92	122	206	133	15	21	89	34	48	69	59	87	85	66	198	192	195	633	618	641	80	84	186
IPR000541	Cytoplasmic tRNA 2-thiolation protein 1	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
IPR000542	Acyltransferase ChoActase/COT/CPT	0	0	0	0	0	2	7	9	8	8	6	11	13	4	17	16	21	13	6	6	3	29	55
IPR000544	Octanoyltransferase	162	168	297	256	28	20	92	26	2	7	9	7	5	1	25	34	22	82	82	74	0	0	0
IPR000547	Clathrin, heavy chain/VPS, 7-fold repeat	0	0	0	0	0	0	3	1	2	1	5	4	5	1	10	7	10	21	24	23	1	1	5
IPR000549	Photosystem I PsaG/PsaK protein	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
IPR000550	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK	1278	1320	2379	1212	195	285	1118	325	989	929	943	1316	1316	1329	2442	2531	2652	4254	4127	3971	1497	2859	3750
IPR000551	MerR-type HTH domain	2850	2682	5216	2958	432	543	2570	769	1232	1300	1341	2242	2166	2208	3152	3118	3128	6878	6675	6797	1904	3068	5604
IPR000552	Ribosomal protein L44e	0	0	0	0	0	0	1	0	5	2	4	2	5	0	42	58	34	24	14	16	1	10	34
IPR000554	Ribosomal protein S7e	0	0	0	0	0	0	2	0	1	0	0	0	2	0	2	1	4	6	6	7	1	5	18
IPR000555	JAB1/MPN/MOV34 metalloenzyme domain	0	0	0	0	21	24	101	39	52	40	25	123	104	122	24	21	20	19	18	10	80	277	214
IPR000556	Glycoside hydrolase, 48F	0	0	0	0	0	0	0	0	2	1	3	10	3	7	5	4	5	89	82	75	0	3	5
IPR000557	Calponin repeat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10
IPR000558	Histone H2B	0	0	0	0	1	0	3	11	2	8	2	3	1	1	10	10	10	24	19	17	1	13	67
IPR000559	Formate-tetrahydrofolate ligase, FTHFS	5162	5296	9760	5884	330	296	1739	526	2052	2031	2067	3056	3228	3044	6182	6070	5924	4056	4118	4047	3260	6131	6367
IPR000560	Histidine phosphatase superfamily, clade-2	0	0	0	0	1	0	1	8	3	1	1	1	0	2	2	3	5	23	27	32	5	10	26
IPR000562	Fibronectin, type II, collagen-binding	0	0	0	0	2	0	0	0	3	1	2	8	6	8	53	49	46	13	14	21	2	16	21
IPR000563	Flagellar assembly protein FliH	35	41	85	69	3	3	14	1	3	2	6	7	6	5	5	7	4	95	74	74	0	1	10
IPR000565	DNA topoisomerase, type IIA, subunit B	1478	1262	2450	1503	236	266	1325	570	597	567	540	839	848	762	2005	1969	1833	3111	3103	2945	424	633	1282
IPR000566	Lipocalin/cytosolic fatty-acid binding domain	998	716	1323	627	64	84	363	85	244	227	239	234	198	193	969	1062	976	1775	1846	1766	315	349	1016
IPR000568	ATPase, F0 complex, subunit A	2849	2383	4417	2230	308	358	1493	626	953	991	974	1604	1566	1464	3693	3602	3538	5838	5693	5591	1521	2534	4670
IPR000569	HECT domain	0	0	0	0	1	2	3	31	8	10	15	3	13	5	34	35	32	106	98	93	20	61	166
IPR000571	Zinc finger, CCCH-type	0	0	0	0	1	0	2	5	13	4	6	7	3	2	12	17	16	60	61	57	8	54	157
IPR000572	Oxidoreductase, molybdopterin-binding domain	2655	2640	4818	2831	426	499	2315	643	1637	1686	1635	3164	3051	3030	6181	6381	6133	8348	8328	8275	2566	5357	6205
IPR000573	Aconitase A/isopropylmalate dehydratase small subunit, swivel domain	1955	1826	3115	1726	298	310	1497	435	1081	1130	1028	1498	1553	1430	3513	3447	3325	5722	5867	5646	1392	2426	3535
IPR000574	Tymovirus coat protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR000576	LacY/RafB permease family	0	1	1	0	1	0	21	8	15	14	7	25	28	18	7	15	9	206	169	180	11	19	343
IPR000579	Cation-transporting P-type ATPase A/B	0	0	0	0	0	0	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	1
IPR000580	TSC-22 / Dip / Bun	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	1	0	1	4
IPR000581	Dihydroxy-acid/6-phosphogluconate dehydratase	4191	3846	6535	3283	850	977	4612	1224	4404	4310	4180	6635	6422	6532	10102	10089	9886	26201	25949	25977	5940	10058	15957
IPR000582	Acyl-CoA-binding protein, ACBP	0	0	0	0	26	25	142	45	105	101	86	162	163	191	56	72	64	529	562	525	195	335	442
IPR000584	Voltage-dependent calcium channel, L-type, beta subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1
IPR000585	Hemopexin-like domain	143	199	371	262	41	40	184	64	35	36	31	34	30	34	54	38	51	35	41	47	36	101	58
IPR000587	Creatinase, N-terminal	39	43	57	0	127	169	754	205	159	173	161	475	461	475	390	385	338	626	582	619	192	420	482
IPR000588	Peptidase A3A, cauliflower mosaic virus-type	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000589	Ribosomal protein S15	609	582	981	578	136	150	720	305	504	613	498	740	740	702	1651	1634	1684	2498	2390	2434	921	1692	3250
IPR000590	Hydroxymethylglutaryl-coenzyme A synthase, active site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
IPR000591	DEP domain	0	0	0	0	5	2	5	1	10	6	8	10	3	3	33	22	20	33	36	34	4	10	16
IPR000592	Ribosomal protein S27e	0	0	0	0	0	0	0	1	1	1	1	2	1	3	34	34	31	9	11	9	2	7	27
IPR000593	RasGAP protein, C-terminal	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0
IPR000594	THIF-type NAD/FAD binding fold	3432	3036	5656	3053	385	405	1897	634	1305	1293	1202	1920	1862	1786	4472	4534	4500	6561	6524	6467	1283	2547	3874
IPR000595	Cyclic nucleotide-binding domain	1098	1540	2945	2125	752	862	3937	1159	1846	1651	1659	2702	2639	2563	4802	4820	4534	6171	5945	5643	872	1877	1962
IPR000597	Ribosomal protein L3	625	421	781	478	82	96	457	210	196	235	183	325	300	289	906	916	824	1052	1070	977	213	400	736
IPR000600	ROK family	62	64	95	0	555	605	2868	875	1475	1340	1347	2593	2444	2416	1589	1661	1605	2809	2898	2761	1470	3341	3667
IPR000601	PKD domain	102	96	134	88	1317	1200	5385	2965	5865	5742	5561	4329	4177	4153	6316	6267	6087	6422	6409	6173	5140	8638	12685
IPR000602	Glycoside hydrolase family 38, N-terminal domain	0	0	0	0	65	128	536	116	102	102	86	214	175	199	155	144	144	250	239	252	177	524	598
IPR000605	Helicase, superfamily 3, single-stranded DNA/RNA virus	0	1	0	0	0	2	0	6	0	3	0	6	0	1	6	2	5	5	7	14	4	3	16
IPR000607	Double-stranded RNA-specific adenosine deaminase (DRADA)	0	0	0	0	0	0	0	1	0	1	0	1	0	1	2	0	0	0	3	1	0	1	2
IPR000608	Ubiquitin-conjugating enzyme E2	0	0	0	0	19	25	82	56	81	63	61	96	113	96	37	61	56	110	91	90	54	218	385
IPR000609	7TM GPCR, serpentine receptor class g (Srg)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000612	Proteolipid membrane potential modulator	0	0	0	0	2	4	15	14	32	21	23	18	12	13	44	24	28	252	232	192	19	43	131
IPR000614	Free Met sulfoxide reductase conserved site	0	0	0	0	3	6	28	4	28	26	13	11	9	13	89	92	70	215	183	193	20	15	57
IPR000618	Insect cuticle protein	0	0	0	0	0	0	1	6	0	0	0	0	0	0	2	1	1	0	0	2	2	1	1
IPR000620	EamA domain	2923	3093	5366	3176	977	1149	5091	1649	1486	1494	1348	2288	2153	2034	3572	3393	3384	8499	8136	7797	96	118	234
IPR000625	Anti-repression trans-activator protein, REV protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR000626	Ubiquitin domain	0	0	0	0	1	0	9	11	16	12	10	9	10	11	65	46	42	115	138	131	30	144	377
IPR000627	Intradiol ring-cleavage dioxygenase, C-terminal	458	475	904	547	82	107	416	98	288	241	268	420	355	368	444	431	393	2346	2244	2171	155	265	617
IPR000629	ATP-dependent RNA helicase DEAD-box, conserved site	599	627	1116	687	165	161	799	276	723	669	686	720	703	663	2024	2004	1893	4315	4221	4223	718	1084	2369
IPR000630	Ribosomal protein S8	924	670	1511	781	193	195	909	421	776	824	751	1109	1060	1079	2364	2351	2437	3654	3648	3613	1120	2054	3625
IPR000631	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	1345	1326	2313	1217	236	269	1339	409	704	661	664	999	945	880	2397	2247	2296	3551	3538	3368	557	960	1492
IPR000633	Vinculin, conserved site	0	0	0	0	0	2	2	0	0	2	0	2	5	1	7	8	3	3	7	2	0	3	5
IPR000634	Serine/threonine dehydratase, pyridoxal-phosphate-binding site	480	388	805	394	109	97	546	134	372	347	340	435	483	437	994	925	987	1788	1848	1798	344	520	923
IPR000637	HMG-I/HMG-Y, DNA-binding, conserved site	0	0	0	0	1	9	29	3	13	16	16	12	4	10	2	3	0	32	38	30	22	7	27
IPR000638	Gas vesicle protein GvpA	0	0	0	0	0	0	9	4	7	6	4	15	22	18	28	28	25	48	57	58	15	21	26
IPR000639	Epoxide hydrolase-like	95	112	260	194	107	133	601	137	145	141	135	212	214	206	284	248	253	551	574	535	74	120	155
IPR000640	Translation elongation factor EFG, V domain	6139	5134	9392	5050	532	629	2950	1193	2525	2481	2422	3527	3446	3424	7261	7293	7121	10141	9915	9683	3826	6733	12005
IPR000641	CbxX/CfqX	241	315	643	527	69	103	443	152	165	160	133	214	211	224	140	133	131	390	398	366	124	169	226
IPR000642	Peptidase M41	3332	2602	5032	2800	445	514	2274	881	1835	1718	1746	2829	2683	2669	6327	6496	6444	7860	8010	7733	3340	6035	9330
IPR000643	Iodothyronine deiodinase	0	0	0	0	5	4	29	38	5	17	15	20	25	18	95	95	88	25	30	29	6	17	15
IPR000644	CBS domain	13453	11273	20454	11081	1265	1319	6186	1893	2517	2479	2504	4773	4712	4526	12711	12863	12400	12713	12311	11957	2527	5407	5757
IPR000645	Type II secretion system protein N, conserved site	0	0	0	0	0	0	0	0	1	1	0	0	0	0	6	3	2	1	1	0	0	0	6
IPR000648	Oxysterol-binding protein	0	0	0	0	1	0	1	3	5	1	3	1	0	3	3	6	4	3	4	5	3	15	29
IPR000649	Initiation factor 2B-related	2016	1660	3135	1580	188	212	1047	291	649	637	648	920	933	937	2818	2819	2795	2643	2675	2527	898	1591	1932
IPR000651	Ras-like guanine nucleotide exchange factor, N-terminal	0	0	0	0	2	0	1	4	3	0	1	0	0	0	5	6	9	0	0	1	1	4	7
IPR000652	Triosephosphate isomerase	1999	1438	2884	1655	292	376	1713	681	1277	1235	1266	1747	1692	1808	3910	3938	4012	5875	5770	5787	2156	3977	6949
IPR000653	DegT/DnrJ/EryC1/StrS aminotransferase	7012	6389	11814	6690	1436	1703	7480	3188	5367	5148	5048	7909	7556	7638	19689	19372	18866	23101	23400	22618	8215	16158	20434
IPR000654	G-protein alpha subunit, group Q	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
IPR000655	Regulatory protein cro	0	0	0	0	3	1	10	9	6	5	3	13	7	9	6	6	5	59	47	61	9	10	46
IPR000659	Pyridoxamine 5'-phosphate oxidase	0	1	0	0	5	4	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR000662	Capsid protein VP1,Polyomavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
IPR000667	Peptidase S13, D-Ala-D-Ala carboxypeptidase C	476	780	1288	983	293	308	1555	426	627	611	546	633	638	606	1468	1476	1357	3690	3751	3509	582	830	1527
IPR000668	Peptidase C1A, papain C-terminal	0	0	0	0	44	67	294	183	179	134	162	135	131	108	433	447	404	543	582	512	143	337	854
